Indicator,Year,STATE,AGE,STD
Chlamydia,2001,Oklahoma,0-14,193
Chlamydia,2001,Oklahoma,15-19,"4,228"
Chlamydia,2002,Oklahoma,0-14,225
Chlamydia,2002,Oklahoma,15-19,"4,412"
Chlamydia,2003,Oklahoma,0-14,233
Chlamydia,2003,Oklahoma,15-19,"4,444"
Chlamydia,2004,Oklahoma,0-14,161
Chlamydia,2004,Oklahoma,15-19,"3,955"
Chlamydia,2005,Oklahoma,0-14,224
Chlamydia,2005,Oklahoma,15-19,"4,903"
Chlamydia,2006,Oklahoma,0-14,185
Chlamydia,2006,Oklahoma,15-19,"4,788"
Chlamydia,2007,Oklahoma,0-14,128
Chlamydia,2007,Oklahoma,15-19,"4,452"
Chlamydia,2008,Oklahoma,0-14,158
Chlamydia,2008,Oklahoma,15-19,"5,343"
Chlamydia,2009,Oklahoma,0-14,213
Chlamydia,2009,Oklahoma,15-19,"5,394"
Chlamydia,2010,Oklahoma,0-14,151
Chlamydia,2010,Oklahoma,15-19,"4,974"
Chlamydia,2011,Oklahoma,0-14,146
Chlamydia,2011,Oklahoma,15-19,"4,785"
Chlamydia,2012,Oklahoma,0-14,168
Chlamydia,2012,Oklahoma,15-19,"5,277"
Chlamydia,2013,Oklahoma,0-14,181
Chlamydia,2013,Oklahoma,15-19,"5,401"
Chlamydia,2014,Oklahoma,0-14,158
Chlamydia,2014,Oklahoma,15-19,"5,887"
Chlamydia,2015,Oklahoma,0-14,133
Chlamydia,2015,Oklahoma,15-19,"5,887"
Chlamydia,2016,Oklahoma,0-14,143
Chlamydia,2016,Oklahoma,15-19,"6,084"
Chlamydia,2017,Oklahoma,0-14,133
Chlamydia,2017,Oklahoma,15-19,"6,120"
Chlamydia,2018,Oklahoma,0-14,145
Chlamydia,2018,Oklahoma,15-19,"6,343"
Chlamydia,2019,Oklahoma,0-14,165
Chlamydia,2019,Oklahoma,15-19,"6,599"
Chlamydia,2020,Oklahoma,0-14,146
Chlamydia,2020,Oklahoma,15-19,"5,726"
Chlamydia,2021,Oklahoma,0-14,103
Chlamydia,2021,Oklahoma,15-19,"5,455"
"Early Non-Primary, Non-Secondary Syphilis",2000,Oklahoma,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2000,Oklahoma,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2001,Oklahoma,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2001,Oklahoma,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2002,Oklahoma,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2002,Oklahoma,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2003,Oklahoma,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2003,Oklahoma,15-19,3
"Early Non-Primary, Non-Secondary Syphilis",2004,Oklahoma,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2004,Oklahoma,15-19,2
"Early Non-Primary, Non-Secondary Syphilis",2005,Oklahoma,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2005,Oklahoma,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2006,Oklahoma,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2006,Oklahoma,15-19,6
"Early Non-Primary, Non-Secondary Syphilis",2007,Oklahoma,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2007,Oklahoma,15-19,11
"Early Non-Primary, Non-Secondary Syphilis",2008,Oklahoma,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2008,Oklahoma,15-19,16
"Early Non-Primary, Non-Secondary Syphilis",2009,Oklahoma,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2009,Oklahoma,15-19,18
"Early Non-Primary, Non-Secondary Syphilis",2010,Oklahoma,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2010,Oklahoma,15-19,2
"Early Non-Primary, Non-Secondary Syphilis",2011,Oklahoma,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2011,Oklahoma,15-19,18
"Early Non-Primary, Non-Secondary Syphilis",2012,Oklahoma,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2012,Oklahoma,15-19,8
"Early Non-Primary, Non-Secondary Syphilis",2013,Oklahoma,0-14,2
"Early Non-Primary, Non-Secondary Syphilis",2013,Oklahoma,15-19,10
"Early Non-Primary, Non-Secondary Syphilis",2014,Oklahoma,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2014,Oklahoma,15-19,14
"Early Non-Primary, Non-Secondary Syphilis",2015,Oklahoma,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2015,Oklahoma,15-19,9
"Early Non-Primary, Non-Secondary Syphilis",2016,Oklahoma,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2016,Oklahoma,15-19,12
"Early Non-Primary, Non-Secondary Syphilis",2017,Oklahoma,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2017,Oklahoma,15-19,18
"Early Non-Primary, Non-Secondary Syphilis",2018,Oklahoma,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2018,Oklahoma,15-19,19
"Early Non-Primary, Non-Secondary Syphilis",2019,Oklahoma,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2019,Oklahoma,15-19,9
"Early Non-Primary, Non-Secondary Syphilis",2020,Oklahoma,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2020,Oklahoma,15-19,17
"Early Non-Primary, Non-Secondary Syphilis",2021,Oklahoma,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2021,Oklahoma,15-19,25
Gonorrhea,2000,Oklahoma,0-14,69
Gonorrhea,2000,Oklahoma,15-19,"1,363"
Gonorrhea,2001,Oklahoma,0-14,63
Gonorrhea,2001,Oklahoma,15-19,"1,472"
Gonorrhea,2002,Oklahoma,0-14,72
Gonorrhea,2002,Oklahoma,15-19,"1,421"
Gonorrhea,2003,Oklahoma,0-14,71
Gonorrhea,2003,Oklahoma,15-19,"1,441"
Gonorrhea,2004,Oklahoma,0-14,54
Gonorrhea,2004,Oklahoma,15-19,"1,271"
Gonorrhea,2005,Oklahoma,0-14,66
Gonorrhea,2005,Oklahoma,15-19,"1,514"
Gonorrhea,2006,Oklahoma,0-14,59
Gonorrhea,2006,Oklahoma,15-19,"1,364"
Gonorrhea,2007,Oklahoma,0-14,41
Gonorrhea,2007,Oklahoma,15-19,"1,285"
Gonorrhea,2008,Oklahoma,0-14,54
Gonorrhea,2008,Oklahoma,15-19,"1,510"
Gonorrhea,2009,Oklahoma,0-14,57
Gonorrhea,2009,Oklahoma,15-19,"1,384"
Gonorrhea,2010,Oklahoma,0-14,36
Gonorrhea,2010,Oklahoma,15-19,"1,239"
Gonorrhea,2011,Oklahoma,0-14,31
Gonorrhea,2011,Oklahoma,15-19,"1,035"
Gonorrhea,2012,Oklahoma,0-14,44
Gonorrhea,2012,Oklahoma,15-19,"1,097"
Gonorrhea,2013,Oklahoma,0-14,46
Gonorrhea,2013,Oklahoma,15-19,"1,120"
Gonorrhea,2014,Oklahoma,0-14,47
Gonorrhea,2014,Oklahoma,15-19,"1,266"
Gonorrhea,2015,Oklahoma,0-14,25
Gonorrhea,2015,Oklahoma,15-19,"1,304"
Gonorrhea,2016,Oklahoma,0-14,32
Gonorrhea,2016,Oklahoma,15-19,"1,405"
Gonorrhea,2017,Oklahoma,0-14,28
Gonorrhea,2017,Oklahoma,15-19,"1,573"
Gonorrhea,2018,Oklahoma,0-14,34
Gonorrhea,2018,Oklahoma,15-19,"1,534"
Gonorrhea,2019,Oklahoma,0-14,56
Gonorrhea,2019,Oklahoma,15-19,"1,748"
Gonorrhea,2020,Oklahoma,0-14,55
Gonorrhea,2020,Oklahoma,15-19,"1,844"
Gonorrhea,2021,Oklahoma,0-14,48
Gonorrhea,2021,Oklahoma,15-19,"1,535"
Primary and Secondary Syphilis,2000,Oklahoma,0-14,0
Primary and Secondary Syphilis,2000,Oklahoma,15-19,4
Primary and Secondary Syphilis,2001,Oklahoma,0-14,0
Primary and Secondary Syphilis,2001,Oklahoma,15-19,3
Primary and Secondary Syphilis,2002,Oklahoma,0-14,0
Primary and Secondary Syphilis,2002,Oklahoma,15-19,0
Primary and Secondary Syphilis,2003,Oklahoma,0-14,0
Primary and Secondary Syphilis,2003,Oklahoma,15-19,3
Primary and Secondary Syphilis,2004,Oklahoma,0-14,0
Primary and Secondary Syphilis,2004,Oklahoma,15-19,1
Primary and Secondary Syphilis,2005,Oklahoma,0-14,0
Primary and Secondary Syphilis,2005,Oklahoma,15-19,4
Primary and Secondary Syphilis,2006,Oklahoma,0-14,1
Primary and Secondary Syphilis,2006,Oklahoma,15-19,3
Primary and Secondary Syphilis,2007,Oklahoma,0-14,0
Primary and Secondary Syphilis,2007,Oklahoma,15-19,4
Primary and Secondary Syphilis,2008,Oklahoma,0-14,0
Primary and Secondary Syphilis,2008,Oklahoma,15-19,4
Primary and Secondary Syphilis,2009,Oklahoma,0-14,0
Primary and Secondary Syphilis,2009,Oklahoma,15-19,9
Primary and Secondary Syphilis,2010,Oklahoma,0-14,0
Primary and Secondary Syphilis,2010,Oklahoma,15-19,6
Primary and Secondary Syphilis,2011,Oklahoma,0-14,0
Primary and Secondary Syphilis,2011,Oklahoma,15-19,12
Primary and Secondary Syphilis,2012,Oklahoma,0-14,0
Primary and Secondary Syphilis,2012,Oklahoma,15-19,3
Primary and Secondary Syphilis,2013,Oklahoma,0-14,0
Primary and Secondary Syphilis,2013,Oklahoma,15-19,6
Primary and Secondary Syphilis,2014,Oklahoma,0-14,1
Primary and Secondary Syphilis,2014,Oklahoma,15-19,5
Primary and Secondary Syphilis,2015,Oklahoma,0-14,0
Primary and Secondary Syphilis,2015,Oklahoma,15-19,10
Primary and Secondary Syphilis,2016,Oklahoma,0-14,1
Primary and Secondary Syphilis,2016,Oklahoma,15-19,11
Primary and Secondary Syphilis,2017,Oklahoma,0-14,0
Primary and Secondary Syphilis,2017,Oklahoma,15-19,19
Primary and Secondary Syphilis,2018,Oklahoma,0-14,0
Primary and Secondary Syphilis,2018,Oklahoma,15-19,28
Primary and Secondary Syphilis,2019,Oklahoma,0-14,0
Primary and Secondary Syphilis,2019,Oklahoma,15-19,24
Primary and Secondary Syphilis,2020,Oklahoma,0-14,0
Primary and Secondary Syphilis,2020,Oklahoma,15-19,42
Primary and Secondary Syphilis,2021,Oklahoma,0-14,0
Primary and Secondary Syphilis,2021,Oklahoma,15-19,52
Chlamydia,2000,Oregon,0-14,137
Chlamydia,2000,Oregon,15-19,"2,696"
Chlamydia,2001,Oregon,0-14,115
Chlamydia,2001,Oregon,15-19,"2,737"
Chlamydia,2002,Oregon,0-14,99
Chlamydia,2002,Oregon,15-19,"2,308"
Chlamydia,2003,Oregon,0-14,112
Chlamydia,2003,Oregon,15-19,"2,484"
Chlamydia,2004,Oregon,0-14,116
Chlamydia,2004,Oregon,15-19,"2,692"
Chlamydia,2005,Oregon,0-14,97
Chlamydia,2005,Oregon,15-19,"2,707"
Chlamydia,2006,Oregon,0-14,98
Chlamydia,2006,Oregon,15-19,"2,798"
Chlamydia,2007,Oregon,0-14,89
Chlamydia,2007,Oregon,15-19,"2,984"
Chlamydia,2008,Oregon,0-14,112
Chlamydia,2008,Oregon,15-19,"3,351"
Chlamydia,2009,Oregon,0-14,108
Chlamydia,2009,Oregon,15-19,"3,770"
Chlamydia,2010,Oregon,0-14,113
Chlamydia,2010,Oregon,15-19,"3,852"
Chlamydia,2011,Oregon,0-14,126
Chlamydia,2011,Oregon,15-19,"4,261"
Chlamydia,2012,Oregon,0-14,115
Chlamydia,2012,Oregon,15-19,"4,099"
Chlamydia,2013,Oregon,0-14,109
Chlamydia,2013,Oregon,15-19,"3,785"
Chlamydia,2014,Oregon,0-14,117
Chlamydia,2014,Oregon,15-19,"3,871"
Chlamydia,2015,Oregon,0-14,85
Chlamydia,2015,Oregon,15-19,"4,080"
Chlamydia,2016,Oregon,0-14,88
Chlamydia,2016,Oregon,15-19,"4,382"
Chlamydia,2017,Oregon,0-14,84
Chlamydia,2017,Oregon,15-19,"4,729"
Chlamydia,2018,Oregon,0-14,114
Chlamydia,2018,Oregon,15-19,"4,590"
Chlamydia,2019,Oregon,0-14,107
Chlamydia,2019,Oregon,15-19,"4,296"
Chlamydia,2020,Oregon,0-14,109
Chlamydia,2020,Oregon,15-19,"3,566"
Chlamydia,2021,Oregon,0-14,80
Chlamydia,2021,Oregon,15-19,"3,220"
"Early Non-Primary, Non-Secondary Syphilis",2000,Oregon,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2000,Oregon,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2001,Oregon,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2001,Oregon,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2002,Oregon,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2002,Oregon,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2003,Oregon,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2003,Oregon,15-19,3
"Early Non-Primary, Non-Secondary Syphilis",2004,Oregon,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2004,Oregon,15-19,1
"Early Non-Primary, Non-Secondary Syphilis",2005,Oregon,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2005,Oregon,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2006,Oregon,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2006,Oregon,15-19,1
"Early Non-Primary, Non-Secondary Syphilis",2007,Oregon,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2007,Oregon,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2008,Oregon,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2008,Oregon,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2009,Oregon,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2009,Oregon,15-19,2
"Early Non-Primary, Non-Secondary Syphilis",2010,Oregon,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2010,Oregon,15-19,1
"Early Non-Primary, Non-Secondary Syphilis",2011,Oregon,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2011,Oregon,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2012,Oregon,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2012,Oregon,15-19,2
"Early Non-Primary, Non-Secondary Syphilis",2013,Oregon,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2013,Oregon,15-19,6
"Early Non-Primary, Non-Secondary Syphilis",2014,Oregon,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2014,Oregon,15-19,3
"Early Non-Primary, Non-Secondary Syphilis",2015,Oregon,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2015,Oregon,15-19,6
"Early Non-Primary, Non-Secondary Syphilis",2016,Oregon,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2016,Oregon,15-19,6
"Early Non-Primary, Non-Secondary Syphilis",2017,Oregon,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2017,Oregon,15-19,7
"Early Non-Primary, Non-Secondary Syphilis",2018,Oregon,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2018,Oregon,15-19,9
"Early Non-Primary, Non-Secondary Syphilis",2019,Oregon,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2019,Oregon,15-19,3
"Early Non-Primary, Non-Secondary Syphilis",2020,Oregon,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2020,Oregon,15-19,4
"Early Non-Primary, Non-Secondary Syphilis",2021,Oregon,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2021,Oregon,15-19,10
Gonorrhea,2000,Oregon,0-14,8
Gonorrhea,2000,Oregon,15-19,294
Gonorrhea,2001,Oregon,0-14,15
Gonorrhea,2001,Oregon,15-19,275
Gonorrhea,2002,Oregon,0-14,7
Gonorrhea,2002,Oregon,15-19,153
Gonorrhea,2003,Oregon,0-14,4
Gonorrhea,2003,Oregon,15-19,156
Gonorrhea,2004,Oregon,0-14,12
Gonorrhea,2004,Oregon,15-19,193
Gonorrhea,2005,Oregon,0-14,16
Gonorrhea,2005,Oregon,15-19,277
Gonorrhea,2006,Oregon,0-14,8
Gonorrhea,2006,Oregon,15-19,221
Gonorrhea,2007,Oregon,0-14,8
Gonorrhea,2007,Oregon,15-19,221
Gonorrhea,2008,Oregon,0-14,6
Gonorrhea,2008,Oregon,15-19,237
Gonorrhea,2009,Oregon,0-14,9
Gonorrhea,2009,Oregon,15-19,247
Gonorrhea,2010,Oregon,0-14,2
Gonorrhea,2010,Oregon,15-19,200
Gonorrhea,2011,Oregon,0-14,12
Gonorrhea,2011,Oregon,15-19,229
Gonorrhea,2012,Oregon,0-14,6
Gonorrhea,2012,Oregon,15-19,189
Gonorrhea,2013,Oregon,0-14,8
Gonorrhea,2013,Oregon,15-19,180
Gonorrhea,2014,Oregon,0-14,7
Gonorrhea,2014,Oregon,15-19,212
Gonorrhea,2015,Oregon,0-14,7
Gonorrhea,2015,Oregon,15-19,273
Gonorrhea,2016,Oregon,0-14,10
Gonorrhea,2016,Oregon,15-19,377
Gonorrhea,2017,Oregon,0-14,6
Gonorrhea,2017,Oregon,15-19,499
Gonorrhea,2018,Oregon,0-14,20
Gonorrhea,2018,Oregon,15-19,541
Gonorrhea,2019,Oregon,0-14,17
Gonorrhea,2019,Oregon,15-19,477
Gonorrhea,2020,Oregon,0-14,17
Gonorrhea,2020,Oregon,15-19,446
Gonorrhea,2021,Oregon,0-14,20
Gonorrhea,2021,Oregon,15-19,427
Primary and Secondary Syphilis,2000,Oregon,0-14,0
Primary and Secondary Syphilis,2000,Oregon,15-19,0
Primary and Secondary Syphilis,2001,Oregon,0-14,0
Primary and Secondary Syphilis,2001,Oregon,15-19,0
Primary and Secondary Syphilis,2002,Oregon,0-14,0
Primary and Secondary Syphilis,2002,Oregon,15-19,1
Primary and Secondary Syphilis,2003,Oregon,0-14,0
Primary and Secondary Syphilis,2003,Oregon,15-19,4
Primary and Secondary Syphilis,2004,Oregon,0-14,0
Primary and Secondary Syphilis,2004,Oregon,15-19,0
Primary and Secondary Syphilis,2005,Oregon,0-14,0
Primary and Secondary Syphilis,2005,Oregon,15-19,1
Primary and Secondary Syphilis,2006,Oregon,0-14,0
Primary and Secondary Syphilis,2006,Oregon,15-19,0
Primary and Secondary Syphilis,2007,Oregon,0-14,0
Primary and Secondary Syphilis,2007,Oregon,15-19,0
Primary and Secondary Syphilis,2008,Oregon,0-14,0
Primary and Secondary Syphilis,2008,Oregon,15-19,1
Primary and Secondary Syphilis,2009,Oregon,0-14,0
Primary and Secondary Syphilis,2009,Oregon,15-19,0
Primary and Secondary Syphilis,2010,Oregon,0-14,0
Primary and Secondary Syphilis,2010,Oregon,15-19,2
Primary and Secondary Syphilis,2011,Oregon,0-14,0
Primary and Secondary Syphilis,2011,Oregon,15-19,3
Primary and Secondary Syphilis,2012,Oregon,0-14,0
Primary and Secondary Syphilis,2012,Oregon,15-19,2
Primary and Secondary Syphilis,2013,Oregon,0-14,0
Primary and Secondary Syphilis,2013,Oregon,15-19,11
Primary and Secondary Syphilis,2014,Oregon,0-14,0
Primary and Secondary Syphilis,2014,Oregon,15-19,10
Primary and Secondary Syphilis,2015,Oregon,0-14,0
Primary and Secondary Syphilis,2015,Oregon,15-19,7
Primary and Secondary Syphilis,2016,Oregon,0-14,0
Primary and Secondary Syphilis,2016,Oregon,15-19,8
Primary and Secondary Syphilis,2017,Oregon,0-14,0
Primary and Secondary Syphilis,2017,Oregon,15-19,9
Primary and Secondary Syphilis,2018,Oregon,0-14,0
Primary and Secondary Syphilis,2018,Oregon,15-19,12
Primary and Secondary Syphilis,2019,Oregon,0-14,0
Primary and Secondary Syphilis,2019,Oregon,15-19,9
Primary and Secondary Syphilis,2020,Oregon,0-14,1
Primary and Secondary Syphilis,2020,Oregon,15-19,18
Primary and Secondary Syphilis,2021,Oregon,0-14,0
Primary and Secondary Syphilis,2021,Oregon,15-19,16
Chlamydia,2000,Pennsylvania,0-14,836
Chlamydia,2000,Pennsylvania,15-19,"10,918"
Chlamydia,2001,Pennsylvania,0-14,806
Chlamydia,2001,Pennsylvania,15-19,"11,517"
Chlamydia,2002,Pennsylvania,0-14,"1,444"
Chlamydia,2002,Pennsylvania,15-19,"12,005"
Chlamydia,2003,Pennsylvania,0-14,"1,072"
Chlamydia,2003,Pennsylvania,15-19,"14,633"
Chlamydia,2004,Pennsylvania,0-14,915
Chlamydia,2004,Pennsylvania,15-19,"14,602"
Chlamydia,2005,Pennsylvania,0-14,818
Chlamydia,2005,Pennsylvania,15-19,"14,429"
Chlamydia,2006,Pennsylvania,0-14,822
Chlamydia,2006,Pennsylvania,15-19,"15,189"
Chlamydia,2007,Pennsylvania,0-14,786
Chlamydia,2007,Pennsylvania,15-19,"16,398"
Chlamydia,2008,Pennsylvania,0-14,726
Chlamydia,2008,Pennsylvania,15-19,"16,501"
Chlamydia,2009,Pennsylvania,0-14,760
Chlamydia,2009,Pennsylvania,15-19,"16,936"
Chlamydia,2010,Pennsylvania,0-14,820
Chlamydia,2010,Pennsylvania,15-19,"18,381"
Chlamydia,2011,Pennsylvania,0-14,920
Chlamydia,2011,Pennsylvania,15-19,"19,569"
Chlamydia,2012,Pennsylvania,0-14,813
Chlamydia,2012,Pennsylvania,15-19,"18,912"
Chlamydia,2013,Pennsylvania,0-14,700
Chlamydia,2013,Pennsylvania,15-19,"17,120"
Chlamydia,2014,Pennsylvania,0-14,622
Chlamydia,2014,Pennsylvania,15-19,"15,175"
Chlamydia,2015,Pennsylvania,0-14,516
Chlamydia,2015,Pennsylvania,15-19,"14,810"
Chlamydia,2016,Pennsylvania,0-14,548
Chlamydia,2016,Pennsylvania,15-19,"16,006"
Chlamydia,2017,Pennsylvania,0-14,515
Chlamydia,2017,Pennsylvania,15-19,"15,879"
Chlamydia,2018,Pennsylvania,0-14,545
Chlamydia,2018,Pennsylvania,15-19,"16,357"
Chlamydia,2019,Pennsylvania,0-14,645
Chlamydia,2019,Pennsylvania,15-19,"17,163"
Chlamydia,2020,Pennsylvania,0-14,499
Chlamydia,2020,Pennsylvania,15-19,"14,232"
Chlamydia,2021,Pennsylvania,0-14,534
Chlamydia,2021,Pennsylvania,15-19,"13,986"
"Early Non-Primary, Non-Secondary Syphilis",2000,Pennsylvania,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2000,Pennsylvania,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2001,Pennsylvania,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2001,Pennsylvania,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2002,Pennsylvania,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2002,Pennsylvania,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2003,Pennsylvania,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2003,Pennsylvania,15-19,8
"Early Non-Primary, Non-Secondary Syphilis",2004,Pennsylvania,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2004,Pennsylvania,15-19,6
"Early Non-Primary, Non-Secondary Syphilis",2005,Pennsylvania,0-14,2
"Early Non-Primary, Non-Secondary Syphilis",2005,Pennsylvania,15-19,16
"Early Non-Primary, Non-Secondary Syphilis",2006,Pennsylvania,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2006,Pennsylvania,15-19,25
"Early Non-Primary, Non-Secondary Syphilis",2007,Pennsylvania,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2007,Pennsylvania,15-19,29
"Early Non-Primary, Non-Secondary Syphilis",2008,Pennsylvania,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2008,Pennsylvania,15-19,21
"Early Non-Primary, Non-Secondary Syphilis",2009,Pennsylvania,0-14,3
"Early Non-Primary, Non-Secondary Syphilis",2009,Pennsylvania,15-19,28
"Early Non-Primary, Non-Secondary Syphilis",2010,Pennsylvania,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2010,Pennsylvania,15-19,29
"Early Non-Primary, Non-Secondary Syphilis",2011,Pennsylvania,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2011,Pennsylvania,15-19,28
"Early Non-Primary, Non-Secondary Syphilis",2012,Pennsylvania,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2012,Pennsylvania,15-19,19
"Early Non-Primary, Non-Secondary Syphilis",2013,Pennsylvania,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2013,Pennsylvania,15-19,28
"Early Non-Primary, Non-Secondary Syphilis",2014,Pennsylvania,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2014,Pennsylvania,15-19,44
"Early Non-Primary, Non-Secondary Syphilis",2015,Pennsylvania,0-14,3
"Early Non-Primary, Non-Secondary Syphilis",2015,Pennsylvania,15-19,39
"Early Non-Primary, Non-Secondary Syphilis",2016,Pennsylvania,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2016,Pennsylvania,15-19,56
"Early Non-Primary, Non-Secondary Syphilis",2017,Pennsylvania,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2017,Pennsylvania,15-19,52
"Early Non-Primary, Non-Secondary Syphilis",2018,Pennsylvania,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2018,Pennsylvania,15-19,49
"Early Non-Primary, Non-Secondary Syphilis",2019,Pennsylvania,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2019,Pennsylvania,15-19,45
"Early Non-Primary, Non-Secondary Syphilis",2020,Pennsylvania,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2020,Pennsylvania,15-19,39
"Early Non-Primary, Non-Secondary Syphilis",2021,Pennsylvania,0-14,5
"Early Non-Primary, Non-Secondary Syphilis",2021,Pennsylvania,15-19,69
Gonorrhea,2000,Pennsylvania,0-14,354
Gonorrhea,2000,Pennsylvania,15-19,"4,134"
Gonorrhea,2001,Pennsylvania,0-14,347
Gonorrhea,2001,Pennsylvania,15-19,"4,249"
Gonorrhea,2002,Pennsylvania,0-14,430
Gonorrhea,2002,Pennsylvania,15-19,"3,997"
Gonorrhea,2003,Pennsylvania,0-14,265
Gonorrhea,2003,Pennsylvania,15-19,"3,437"
Gonorrhea,2004,Pennsylvania,0-14,189
Gonorrhea,2004,Pennsylvania,15-19,"3,158"
Gonorrhea,2005,Pennsylvania,0-14,179
Gonorrhea,2005,Pennsylvania,15-19,"3,235"
Gonorrhea,2006,Pennsylvania,0-14,159
Gonorrhea,2006,Pennsylvania,15-19,"3,158"
Gonorrhea,2007,Pennsylvania,0-14,163
Gonorrhea,2007,Pennsylvania,15-19,"3,510"
Gonorrhea,2008,Pennsylvania,0-14,176
Gonorrhea,2008,Pennsylvania,15-19,"3,295"
Gonorrhea,2009,Pennsylvania,0-14,115
Gonorrhea,2009,Pennsylvania,15-19,"3,063"
Gonorrhea,2010,Pennsylvania,0-14,152
Gonorrhea,2010,Pennsylvania,15-19,"3,932"
Gonorrhea,2011,Pennsylvania,0-14,224
Gonorrhea,2011,Pennsylvania,15-19,"4,328"
Gonorrhea,2012,Pennsylvania,0-14,224
Gonorrhea,2012,Pennsylvania,15-19,"4,311"
Gonorrhea,2013,Pennsylvania,0-14,138
Gonorrhea,2013,Pennsylvania,15-19,"3,520"
Gonorrhea,2014,Pennsylvania,0-14,130
Gonorrhea,2014,Pennsylvania,15-19,"2,929"
Gonorrhea,2015,Pennsylvania,0-14,140
Gonorrhea,2015,Pennsylvania,15-19,"2,696"
Gonorrhea,2016,Pennsylvania,0-14,110
Gonorrhea,2016,Pennsylvania,15-19,"2,725"
Gonorrhea,2017,Pennsylvania,0-14,90
Gonorrhea,2017,Pennsylvania,15-19,"2,608"
Gonorrhea,2018,Pennsylvania,0-14,102
